category,name,baseType,itemType,variant,detailsId,levelRequired,links,corrupted,mapTier,gemLevel,gemQuality,chaosEquivalent,Tier,Override,SetFontSize,PlayAlertSound,SetBackgroundColor,PlayEffect,MinimapIcon
base,Murder Boots,Murder Boots,Boots,'Redeemer,murder-boots-82-redeemer,82,,,,,,4.15,,,,,,,
base,Stealth Gloves,Stealth Gloves,Gloves,'Redeemer,stealth-gloves-85-redeemer,85,,,,,,4.15,,,,,,,
base,Stealth Boots,Stealth Boots,Boots,'Redeemer,stealth-boots-83-redeemer,83,,,,,,4.15,,,,,,,
base,Broadhead Arrow Quiver,Broadhead Arrow Quiver,Quiver,'Warlord,broadhead-arrow-quiver-86-warlord,86,,,,,,4.15,,,,,,,
base,Majestic Plate,Majestic Plate,Body Armour,'Redeemer,majestic-plate-86-redeemer,86,,,,,,4.15,,,,,,,
base,Saint's Hauberk,Saint's Hauberk,Body Armour,'Elder,saints-hauberk-82-elder,82,,,,,,4.14,,,,,,,
base,Ruby Ring,Ruby Ring,Ring,'Elder,ruby-ring-83-elder,83,,,,,,4.14,,,,,,,
base,Goliath Gauntlets,Goliath Gauntlets,Gloves,'Elder,goliath-gauntlets-84-elder,84,,,,,,4.14,,,,,,,
base,Ancestral Club,Ancestral Club,One Handed Mace,'Shaper,ancestral-club-85-shaper,85,,,,,,4.14,,,,,,,
base,Carnal Boots,Carnal Boots,Boots,'Shaper,carnal-boots-84-shaper,84,,,,,,4.14,,,,,,,
base,Faun's Horn,Faun's Horn,Wand,,fauns-horn-83,83,,,,,,4.14,,,,,,,
base,Crested Tower Shield,Crested Tower Shield,Shield,'Warlord,crested-tower-shield-84-warlord,84,,,,,,4.14,,,,,,,
base,Vaal Buckler,Vaal Buckler,Shield,'Warlord,vaal-buckler-83-warlord,83,,,,,,4.14,,,,,,,
base,Callous Mask,Callous Mask,Helmet,'Hunter,callous-mask-82-hunter,82,,,,,,4.14,,,,,,,
base,Throat Stabber,Throat Stabber,Claw,'Warlord,throat-stabber-84-warlord,84,,,,,,4.14,,,,,,,
base,Royal Sceptre,Royal Sceptre,One Handed Mace,'Crusader,royal-sceptre-85-crusader,85,,,,,,4.14,,,,,,,
base,Steel Gauntlets,Steel Gauntlets,Gloves,'Crusader,steel-gauntlets-84-crusader,84,,,,,,4.14,,,,,,,
base,Platinum Kris,Platinum Kris,Dagger,,platinum-kris-83,83,,,,,,4.13,,,,,,,
base,Golden Kris,Golden Kris,Dagger,,golden-kris-83,83,,,,,,4.13,,,,,,,
base,Boot Blade,Boot Blade,Dagger,'Shaper,boot-blade-83-shaper,83,,,,,,4.13,,,,,,,
base,Glorious Leather,Glorious Leather,Body Armour,'Elder,glorious-leather-83-elder,83,,,,,,4.13,,,,,,,
base,Blunt Arrow Quiver,Blunt Arrow Quiver,Quiver,,blunt-arrow-quiver-84,84,,,,,,4.13,,,,,,,
base,Silk Slippers,Silk Slippers,Boots,,silk-slippers-84,84,,,,,,4.13,,,,,,,
base,Crypt Armour,Crypt Armour,Body Armour,,crypt-armour-85,85,,,,,,4.13,,,,,,,
base,Reinforced Greaves,Reinforced Greaves,Boots,,reinforced-greaves-86,86,,,,,,4.13,,,,,,,
base,Sage Wand,Sage Wand,Wand,,sage-wand-85,85,,,,,,4.13,,,,,,,
base,Harmonic Spirit Shield,Harmonic Spirit Shield,Shield,'Crusader,harmonic-spirit-shield-84-crusader,84,,,,,,4.13,,,,,,,
base,Paua Amulet,Paua Amulet,Amulet,'Redeemer,paua-amulet-85-redeemer,85,,,,,,4.13,,,,,,,
base,Imp Dagger,Imp Dagger,Dagger,'Warlord,imp-dagger-83-warlord,83,,,,,,4.13,,,,,,,
base,Arcanist Gloves,Arcanist Gloves,Gloves,'Warlord,arcanist-gloves-83-warlord,83,,,,,,4.13,,,,,,,
base,Soldier Gloves,Soldier Gloves,Gloves,'Crusader,soldier-gloves-86-crusader,86,,,,,,4.13,,,,,,,
base,Eclipse Staff,Eclipse Staff,Staff,'Elder,eclipse-staff-85-elder,85,,,,,,4.12,,,,,,,
base,Dragonscale Boots,Dragonscale Boots,Boots,'Elder,dragonscale-boots-83-elder,83,,,,,,4.12,,,,,,,
base,Behemoth Mace,Behemoth Mace,One Handed Mace,,behemoth-mace-85,85,,,,,,4.12,,,,,,,
base,Conjurer Boots,Conjurer Boots,Boots,,conjurer-boots-85,85,,,,,,4.12,,,,,,,
base,Engraved Wand,Engraved Wand,Wand,'Shaper,engraved-wand-82-shaper,82,,,,,,4.12,,,,,,,
base,Royal Axe,Royal Axe,One Handed Axe,,royal-axe-83,83,,,,,,4.12,,,,,,,
base,Wraith Axe,Wraith Axe,One Handed Axe,,wraith-axe-83,83,,,,,,4.12,,,,,,,
base,Crimson Raiment,Crimson Raiment,Body Armour,'Shaper,crimson-raiment-86-shaper,86,,,,,,4.12,,,,,,,
base,Vile Staff,Vile Staff,Staff,,vile-staff-83,83,,,,,,4.12,,,,,,,
base,Midnight Blade,Midnight Blade,One Handed Sword,'Hunter,midnight-blade-84-hunter,84,,,,,,4.12,,,,,,,
base,Imperial Buckler,Imperial Buckler,Shield,'Crusader,imperial-buckler-83-crusader,83,,,,,,4.12,,,,,,,
base,Judgement Staff,Judgement Staff,Staff,'Hunter,judgement-staff-85-hunter,85,,,,,,4.12,,,,,,,
base,Satin Slippers,Satin Slippers,Boots,'Hunter,satin-slippers-85-hunter,85,,,,,,4.12,,,,,,,
base,Ezomyte Blade,Ezomyte Blade,Two Handed Sword,'Redeemer,ezomyte-blade-83-redeemer,83,,,,,,4.12,,,,,,,
base,Eagle Claw,Eagle Claw,Claw,'Crusader,eagle-claw-85-crusader,85,,,,,,4.12,,,,,,,
base,Ezomyte Burgonet,Ezomyte Burgonet,Helmet,'Hunter,ezomyte-burgonet-84-hunter,84,,,,,,4.12,,,,,,,
base,Engraved Wand,Engraved Wand,Wand,'Hunter,engraved-wand-82-hunter,82,,,,,,4.12,,,,,,,
base,Imperial Maul,Imperial Maul,Two Handed Mace,'Elder,imperial-maul-85-elder,85,,,,,,4.11,,,,,,,
base,Visored Sallet,Visored Sallet,Helmet,'Elder,visored-sallet-84-elder,84,,,,,,4.11,,,,,,,
base,Military Staff,Military Staff,Staff,'Elder,military-staff-85-elder,85,,,,,,4.11,,,,,,,
base,Antique Gauntlets,Antique Gauntlets,Gloves,,antique-gauntlets-84,84,,,,,,4.11,,,,,,,
base,Vaal Axe,Vaal Axe,Two Handed Axe,'Elder,vaal-axe-82-elder,82,,,,,,4.11,,,,,,,
base,Trisula,Trisula,Dagger,,trisula-83,83,,,,,,4.11,,,,,,,
base,Sai,Sai,Dagger,,sai-86,86,,,,,,4.11,,,,,,,
base,Butcher Sword,Butcher Sword,Two Handed Sword,'Elder,butcher-sword-83-elder,83,,,,,,4.11,,,,,,,
base,Sparkling Claw,Sparkling Claw,Claw,'Elder,sparkling-claw-85-elder,85,,,,,,4.11,,,,,,,
base,Piledriver,Piledriver,Two Handed Mace,'Shaper,piledriver-85-shaper,85,,,,,,4.11,,,,,,,
base,Wyrmscale Doublet,Wyrmscale Doublet,Body Armour,,wyrmscale-doublet-85,85,,,,,,4.11,,,,,,,
base,Etched Kite Shield,Etched Kite Shield,Shield,,etched-kite-shield-82,82,,,,,,4.11,,,,,,,
base,Sadist Garb,Sadist Garb,Body Armour,'Crusader,sadist-garb-85-crusader,85,,,,,,4.11,,,,,,,
base,Compound Bow,Compound Bow,Bow,'Hunter,compound-bow-83-hunter,83,,,,,,4.11,,,,,,,
base,Golden Plate,Golden Plate,Body Armour,'Warlord,golden-plate-85-warlord,85,,,,,,4.11,,,,,,,
base,Steel Gauntlets,Steel Gauntlets,Gloves,'Warlord,steel-gauntlets-83-warlord,83,,,,,,4.11,,,,,,,
base,Zealot Boots,Zealot Boots,Boots,'Warlord,zealot-boots-83-warlord,83,,,,,,4.11,,,,,,,
base,Ambush Boots,Ambush Boots,Boots,'Warlord,ambush-boots-85-warlord,85,,,,,,4.11,,,,,,,
base,Clasped Mitts,Clasped Mitts,Gloves,'Crusader,clasped-mitts-83-crusader,83,,,,,,4.11,,,,,,,
base,Plated Greaves,Plated Greaves,Boots,'Crusader,plated-greaves-85-crusader,85,,,,,,4.11,,,,,,,
base,Lithe Blade,Lithe Blade,Two Handed Sword,'Crusader,lithe-blade-84-crusader,84,,,,,,4.11,,,,,,,
base,Throat Stabber,Throat Stabber,Claw,'Hunter,throat-stabber-82-hunter,82,,,,,,4.11,,,,,,,
base,Leather Hood,Leather Hood,Helmet,'Hunter,leather-hood-83-hunter,83,,,,,,4.11,,,,,,,
base,Talon Axe,Talon Axe,Two Handed Axe,'Crusader,talon-axe-82-crusader,82,,,,,,4.11,,,,,,,
base,Champion Kite Shield,Champion Kite Shield,Shield,'Warlord,champion-kite-shield-82-warlord,82,,,,,,4.11,,,,,,,
base,Layered Kite Shield,Layered Kite Shield,Shield,'Warlord,layered-kite-shield-85-warlord,85,,,,,,4.11,,,,,,,
base,Fire Arrow Quiver,Fire Arrow Quiver,Quiver,'Crusader,fire-arrow-quiver-86-crusader,86,,,,,,4.11,,,,,,,
base,Dragonbone Rapier,Dragonbone Rapier,One Handed Sword,'Warlord,dragonbone-rapier-86-warlord,86,,,,,,4.11,,,,,,,
base,Iron Ring,Iron Ring,Ring,'Crusader,iron-ring-86-crusader,86,,,,,,4.11,,,,,,,
base,Taxing Gauntlets,Taxing Gauntlets,Gloves,,taxing-gauntlets-83,83,,,,,,4.11,,,,,,,
base,Lion Pelt,Lion Pelt,Helmet,,lion-pelt-84,84,,,,,,4.1,,,,,,,
base,Prophecy Wand,Prophecy Wand,Wand,'Elder,prophecy-wand-85-elder,85,,,,,,4.1,,,,,,,
base,Wraith Sword,Wraith Sword,Two Handed Sword,'Elder,wraith-sword-83-elder,83,,,,,,4.1,,,,,,,
base,Hydrascale Gauntlets,Hydrascale Gauntlets,Gloves,,hydrascale-gauntlets-85,85,,,,,,4.1,,,,,,,
base,Phantom Mace,Phantom Mace,One Handed Mace,'Shaper,phantom-mace-86-shaper,86,,,,,,4.1,,,,,,,
base,Eye Gouger,Eye Gouger,Claw,'Shaper,eye-gouger-83-shaper,83,,,,,,4.1,,,,,,,
base,Decurve Bow,Decurve Bow,Bow,'Shaper,decurve-bow-82-shaper,82,,,,,,4.1,,,,,,,
base,Vaal Axe,Vaal Axe,Two Handed Axe,'Elder,vaal-axe-83-elder,83,,,,,,4.1,,,,,,,
base,Bone Armour,Bone Armour,Body Armour,'Elder,bone-armour-82-elder,82,,,,,,4.1,,,,,,,
base,Cardinal Round Shield,Cardinal Round Shield,Shield,,cardinal-round-shield-82,82,,,,,,4.1,,,,,,,
base,Crystal Wand,Crystal Wand,Wand,'Shaper,crystal-wand-85-shaper,85,,,,,,4.1,,,,,,,
base,Angelic Kite Shield,Angelic Kite Shield,Shield,,angelic-kite-shield-82,82,,,,,,4.1,,,,,,,
base,Ancient Gauntlets,Ancient Gauntlets,Gloves,'Elder,ancient-gauntlets-83-elder,83,,,,,,4.1,,,,,,,
base,Barbute Helmet,Barbute Helmet,Helmet,'Shaper,barbute-helmet-83-shaper,83,,,,,,4.1,,,,,,,
base,Sharkskin Boots,Sharkskin Boots,Boots,'Elder,sharkskin-boots-85-elder,85,,,,,,4.1,,,,,,,
base,Morning Star,Morning Star,Two Handed Mace,'Elder,morning-star-85-elder,85,,,,,,4.1,,,,,,,
base,Courtesan Sword,Courtesan Sword,One Handed Sword,'Elder,courtesan-sword-85-elder,85,,,,,,4.1,,,,,,,
base,Vaal Spirit Shield,Vaal Spirit Shield,Shield,'Elder,vaal-spirit-shield-82-elder,82,,,,,,4.1,,,,,,,
base,Copper Tower Shield,Copper Tower Shield,Shield,'Elder,copper-tower-shield-83-elder,83,,,,,,4.1,,,,,,,
base,Faun's Horn,Faun's Horn,Wand,'Shaper,fauns-horn-84-shaper,84,,,,,,4.1,,,,,,,
base,Field Lamellar,Field Lamellar,Body Armour,,field-lamellar-82,82,,,,,,4.1,,,,,,,
base,Bone Armour,Bone Armour,Body Armour,'Shaper,bone-armour-83-shaper,83,,,,,,4.1,,,,,,,
base,Vaal Blade,Vaal Blade,One Handed Sword,,vaal-blade-85,85,,,,,,4.1,,,,,,,
base,Prong Dagger,Prong Dagger,Dagger,'Shaper,prong-dagger-86-shaper,86,,,,,,4.1,,,,,,,
base,Petrified Club,Petrified Club,One Handed Mace,,petrified-club-83,83,,,,,,4.1,,,,,,,
base,Iron Circlet,Iron Circlet,Helmet,,iron-circlet-84,84,,,,,,4.1,,,,,,,
base,Decorative Axe,Decorative Axe,One Handed Axe,,decorative-axe-84,84,,,,,,4.1,,,,,,,
base,Compound Bow,Compound Bow,Bow,'Warlord,compound-bow-84-warlord,84,,,,,,4.1,,,,,,,
base,Tornado Wand,Tornado Wand,Wand,'Crusader,tornado-wand-85-crusader,85,,,,,,4.1,,,,,,,
base,Courtesan Sword,Courtesan Sword,One Handed Sword,'Hunter,courtesan-sword-85-hunter,85,,,,,,4.1,,,,,,,
base,Karui Axe,Karui Axe,One Handed Axe,'Redeemer,karui-axe-84-redeemer,84,,,,,,4.1,,,,,,,
base,Terror Maul,Terror Maul,Two Handed Mace,'Warlord,terror-maul-85-warlord,85,,,,,,4.1,,,,,,,
base,Petrified Club,Petrified Club,One Handed Mace,'Hunter,petrified-club-84-hunter,84,,,,,,4.1,,,,,,,
base,Vaal Greaves,Vaal Greaves,Boots,'Redeemer,vaal-greaves-85-redeemer,85,,,,,,4.1,,,,,,,
base,Ebony Tower Shield,Ebony Tower Shield,Shield,'Warlord,ebony-tower-shield-83-warlord,83,,,,,,4.1,,,,,,,
base,Stag Sceptre,Stag Sceptre,One Handed Mace,'Warlord,stag-sceptre-84-warlord,84,,,,,,4.1,,,,,,,
base,Void Axe,Void Axe,Two Handed Axe,'Warlord,void-axe-82-warlord,82,,,,,,4.1,,,,,,,
base,Walnut Spirit Shield,Walnut Spirit Shield,Shield,'Redeemer,walnut-spirit-shield-82-redeemer,82,,,,,,4.1,,,,,,,
base,Battle Sword,Battle Sword,One Handed Sword,'Redeemer,battle-sword-85-redeemer,85,,,,,,4.1,,,,,,,
base,Jasper Chopper,Jasper Chopper,Two Handed Axe,'Redeemer,jasper-chopper-84-redeemer,84,,,,,,4.1,,,,,,,
base,Champion Kite Shield,Champion Kite Shield,Shield,'Crusader,champion-kite-shield-82-crusader,82,,,,,,4.1,,,,,,,
base,Lordly Plate,Lordly Plate,Body Armour,'Crusader,lordly-plate-82-crusader,82,,,,,,4.1,,,,,,,
base,Grove Bow,Grove Bow,Bow,'Crusader,grove-bow-82-crusader,82,,,,,,4.1,,,,,,,
base,Woodful Staff,Woodful Staff,Staff,'Crusader,woodful-staff-82-crusader,82,,,,,,4.1,,,,,,,
base,Dragon Mace,Dragon Mace,One Handed Mace,'Warlord,dragon-mace-82-warlord,82,,,,,,4.1,,,,,,,
base,Rotted Round Shield,Rotted Round Shield,Shield,'Hunter,rotted-round-shield-84-hunter,84,,,,,,4.1,,,,,,,
base,Hunter Hood,Hunter Hood,Helmet,,hunter-hood-85,85,,,,,,4.09,,,,,,,
base,Demon's Horn,Demon's Horn,Wand,'Shaper,demons-horn-83-shaper,83,,,,,,4.09,,,,,,,
base,Demon's Horn,Demon's Horn,Wand,'Shaper,demons-horn-85-shaper,85,,,,,,4.09,,,,,,,
base,Deicide Mask,Deicide Mask,Helmet,'Elder,deicide-mask-84-elder,84,,,,,,4.09,,,,,,,
base,Broadhead Arrow Quiver,Broadhead Arrow Quiver,Quiver,'Elder,broadhead-arrow-quiver-86-elder,86,,,,,,4.09,,,,,,,
base,Gladiator Plate,Gladiator Plate,Body Armour,'Shaper,gladiator-plate-86-shaper,86,,,,,,4.09,,,,,,,
base,Compound Bow,Compound Bow,Bow,'Shaper,compound-bow-85-shaper,85,,,,,,4.09,,,,,,,
base,Fencer Helm,Fencer Helm,Helmet,,fencer-helm-86,86,,,,,,4.09,,,,,,,
base,Silken Wrap,Silken Wrap,Body Armour,,silken-wrap-83,83,,,,,,4.09,,,,,,,
base,Bone Armour,Bone Armour,Body Armour,,bone-armour-84,84,,,,,,4.09,,,,,,,
base,Dragonscale Boots,Dragonscale Boots,Boots,'Redeemer,dragonscale-boots-85-redeemer,85,,,,,,4.09,,,,,,,
base,Coral Ring,Coral Ring,Ring,'Crusader,coral-ring-83-crusader,83,,,,,,4.09,,,,,,,
base,Ezomyte Staff,Ezomyte Staff,Staff,'Warlord,ezomyte-staff-84-warlord,84,,,,,,4.09,,,,,,,
base,Engraved Wand,Engraved Wand,Wand,'Redeemer,engraved-wand-82-redeemer,82,,,,,,4.09,,,,,,,
base,Polished Spiked Shield,Polished Spiked Shield,Shield,'Hunter,polished-spiked-shield-85-hunter,85,,,,,,4.09,,,,,,,
base,Vaal Gauntlets,Vaal Gauntlets,Gloves,'Crusader,vaal-gauntlets-82-crusader,82,,,,,,4.09,,,,,,,
base,Crystal Wand,Crystal Wand,Wand,'Crusader,crystal-wand-85-crusader,85,,,,,,4.09,,,,,,,
base,Gladiator Plate,Gladiator Plate,Body Armour,'Elder,gladiator-plate-84-elder,84,,,,,,4.08,,,,,,,
base,Auric Mace,Auric Mace,One Handed Mace,'Shaper,auric-mace-83-shaper,83,,,,,,4.08,,,,,,,
base,Imbued Wand,Imbued Wand,Wand,'Elder,imbued-wand-85-elder,85,,,,,,4.08,,,,,,,
base,Varnished Coat,Varnished Coat,Body Armour,'Elder,varnished-coat-83-elder,83,,,,,,4.08,,,,,,,
base,Elegant Round Shield,Elegant Round Shield,Shield,,elegant-round-shield-82,82,,,,,,4.08,,,,,,,
base,Sentinel Jacket,Sentinel Jacket,Body Armour,'Shaper,sentinel-jacket-85-shaper,85,,,,,,4.08,,,,,,,
base,Callous Mask,Callous Mask,Helmet,'Shaper,callous-mask-82-shaper,82,,,,,,4.08,,,,,,,
base,Colossus Mallet,Colossus Mallet,Two Handed Mace,'Shaper,colossus-mallet-84-shaper,84,,,,,,4.08,,,,,,,
base,Gavel,Gavel,One Handed Mace,'Shaper,gavel-85-shaper,85,,,,,,4.08,,,,,,,
base,Sambar Sceptre,Sambar Sceptre,One Handed Mace,'Elder,sambar-sceptre-82-elder,82,,,,,,4.08,,,,,,,
base,Grinning Fetish,Grinning Fetish,One Handed Mace,,grinning-fetish-84,84,,,,,,4.08,,,,,,,
base,Barbed Club,Barbed Club,One Handed Mace,'Elder,barbed-club-85-elder,85,,,,,,4.08,,,,,,,
base,Headman's Sword,Headman's Sword,Two Handed Sword,,headmans-sword-85,85,,,,,,4.08,,,,,,,
base,Imperial Staff,Imperial Staff,Staff,,imperial-staff-86,86,,,,,,4.08,,,,,,,
base,Serpentscale Boots,Serpentscale Boots,Boots,'Hunter,serpentscale-boots-83-hunter,83,,,,,,4.08,,,,,,,
base,Zealot Helmet,Zealot Helmet,Helmet,'Hunter,zealot-helmet-83-hunter,83,,,,,,4.08,,,,,,,
base,Heavy Belt,Heavy Belt,Belt,'Crusader,heavy-belt-84-crusader,84,,,,,,4.08,,,,,,,
base,Amber Amulet,Amber Amulet,Amulet,'Warlord,amber-amulet-84-warlord,84,,,,,,4.08,,,,,,,
base,Dragoon Sword,Dragoon Sword,One Handed Sword,'Warlord,dragoon-sword-83-warlord,83,,,,,,4.08,,,,,,,
base,Terror Maul,Terror Maul,Two Handed Mace,'Crusader,terror-maul-83-crusader,83,,,,,,4.08,,,,,,,
base,Ezomyte Dagger,Ezomyte Dagger,Dagger,'Crusader,ezomyte-dagger-85-crusader,85,,,,,,4.08,,,,,,,
base,Sun Plate,Sun Plate,Body Armour,'Hunter,sun-plate-84-hunter,84,,,,,,4.08,,,,,,,
base,Exquisite Blade,Exquisite Blade,Two Handed Sword,'Hunter,exquisite-blade-85-hunter,85,,,,,,4.08,,,,,,,
base,Commander's Brigandine,Commander's Brigandine,Body Armour,'Hunter,commanders-brigandine-82-hunter,82,,,,,,4.08,,,,,,,
base,Royal Skean,Royal Skean,Dagger,'Redeemer,royal-skean-85-redeemer,85,,,,,,4.08,,,,,,,
base,Ivory Spirit Shield,Ivory Spirit Shield,Shield,'Warlord,ivory-spirit-shield-85-warlord,85,,,,,,4.08,,,,,,,
base,Tribal Circlet,Tribal Circlet,Helmet,'Crusader,tribal-circlet-84-crusader,84,,,,,,4.08,,,,,,,
base,Ivory Spirit Shield,Ivory Spirit Shield,Shield,'Warlord,ivory-spirit-shield-84-warlord,84,,,,,,4.08,,,,,,,
base,Stealth Boots,Stealth Boots,Boots,'Crusader,stealth-boots-85-crusader,85,,,,,,4.08,,,,,,,
base,Quilted Jacket,Quilted Jacket,Body Armour,'Crusader,quilted-jacket-83-crusader,83,,,,,,4.08,,,,,,,
base,Shagreen Tower Shield,Shagreen Tower Shield,Shield,'Crusader,shagreen-tower-shield-86-crusader,86,,,,,,4.08,,,,,,,
base,Hydrascale Gauntlets,Hydrascale Gauntlets,Gloves,'Elder,hydrascale-gauntlets-83-elder,83,,,,,,4.07,,,,,,,
base,Samite Slippers,Samite Slippers,Boots,'Elder,samite-slippers-83-elder,83,,,,,,4.07,,,,,,,
base,Royal Sceptre,Royal Sceptre,One Handed Mace,'Shaper,royal-sceptre-82-shaper,82,,,,,,4.07,,,,,,,
base,Saintly Chainmail,Saintly Chainmail,Body Armour,'Elder,saintly-chainmail-84-elder,84,,,,,,4.07,,,,,,,
base,Ancient Gauntlets,Ancient Gauntlets,Gloves,,ancient-gauntlets-85,85,,,,,,4.07,,,,,,,
base,Murder Boots,Murder Boots,Boots,'Elder,murder-boots-85-elder,85,,,,,,4.07,,,,,,,
base,Demon's Horn,Demon's Horn,Wand,,demons-horn-85,85,,,,,,4.07,,,,,,,
base,Dragonscale Boots,Dragonscale Boots,Boots,'Elder,dragonscale-boots-84-elder,84,,,,,,4.07,,,,,,,
base,Butcher Knife,Butcher Knife,Dagger,'Elder,butcher-knife-83-elder,83,,,,,,4.07,,,,,,,
base,Royal Sceptre,Royal Sceptre,One Handed Mace,'Warlord,royal-sceptre-85-warlord,85,,,,,,4.07,,,,,,,
base,Talon Axe,Talon Axe,Two Handed Axe,'Redeemer,talon-axe-83-redeemer,83,,,,,,4.07,,,,,,,
base,Sorcerer Gloves,Sorcerer Gloves,Gloves,'Warlord,sorcerer-gloves-83-warlord,83,,,,,,4.07,,,,,,,
base,Gilded Sallet,Gilded Sallet,Helmet,'Crusader,gilded-sallet-84-crusader,84,,,,,,4.07,,,,,,,
base,Tiger Sword,Tiger Sword,Two Handed Sword,'Crusader,tiger-sword-82-crusader,82,,,,,,4.07,,,,,,,
base,Crimson Round Shield,Crimson Round Shield,Shield,'Redeemer,crimson-round-shield-84-redeemer,84,,,,,,4.07,,,,,,,
base,Headsman Axe,Headsman Axe,Two Handed Axe,'Hunter,headsman-axe-84-hunter,84,,,,,,4.07,,,,,,,
base,Steelwood Bow,Steelwood Bow,Bow,'Hunter,steelwood-bow-84-hunter,84,,,,,,4.07,,,,,,,
base,Samite Gloves,Samite Gloves,Gloves,'Crusader,samite-gloves-85-crusader,85,,,,,,4.07,,,,,,,
base,Bronze Tower Shield,Bronze Tower Shield,Shield,'Crusader,bronze-tower-shield-85-crusader,85,,,,,,4.07,,,,,,,
base,Festival Mask,Festival Mask,Helmet,'Warlord,festival-mask-83-warlord,83,,,,,,4.07,,,,,,,
base,Crusader Buckler,Crusader Buckler,Shield,'Warlord,crusader-buckler-84-warlord,84,,,,,,4.07,,,,,,,
base,Shackled Boots,Shackled Boots,Boots,'Hunter,shackled-boots-82-hunter,82,,,,,,4.07,,,,,,,
base,Ornate Spiked Shield,Ornate Spiked Shield,Shield,'Redeemer,ornate-spiked-shield-83-redeemer,83,,,,,,4.07,,,,,,,
base,Tenderizer,Tenderizer,One Handed Mace,'Hunter,tenderizer-86-hunter,86,,,,,,4.07,,,,,,,
base,Saint's Hauberk,Saint's Hauberk,Body Armour,'Warlord,saints-hauberk-86-warlord,86,,,,,,4.07,,,,,,,
base,Transfer-attuned Spirit Shield,Transfer-attuned Spirit Shield,Shield,,transfer-attuned-spirit-shield-83,83,,,,,,4.07,,,,,,,
base,Hubris Circlet,Hubris Circlet,Helmet,,hubris-circlet-84,84,,,,,,4.06,,,,,,,
base,Prehistoric Claw,Prehistoric Claw,Claw,'Shaper,prehistoric-claw-84-shaper,84,,,,,,4.06,,,,,,,
base,Saintly Chainmail,Saintly Chainmail,Body Armour,'Shaper,saintly-chainmail-85-shaper,85,,,,,,4.06,,,,,,,
base,Crusader Gloves,Crusader Gloves,Gloves,,crusader-gloves-85,85,,,,,,4.06,,,,,,,
base,Fleshripper,Fleshripper,Two Handed Axe,'Shaper,fleshripper-86-shaper,86,,,,,,4.06,,,,,,,
base,Shagreen Tower Shield,Shagreen Tower Shield,Shield,,shagreen-tower-shield-84,84,,,,,,4.06,,,,,,,
base,Vaal Claw,Vaal Claw,Claw,'Elder,vaal-claw-84-elder,84,,,,,,4.06,,,,,,,
base,Eagle Claw,Eagle Claw,Claw,,eagle-claw-82,82,,,,,,4.06,,,,,,,
base,Redwood Spiked Shield,Redwood Spiked Shield,Shield,'Shaper,redwood-spiked-shield-82-shaper,82,,,,,,4.06,,,,,,,
base,Blood Sceptre,Blood Sceptre,One Handed Mace,'Shaper,blood-sceptre-86-shaper,86,,,,,,4.06,,,,,,,
base,Reaver Axe,Reaver Axe,One Handed Axe,'Shaper,reaver-axe-82-shaper,82,,,,,,4.06,,,,,,,
base,Apex Rapier,Apex Rapier,One Handed Sword,,apex-rapier-86,86,,,,,,4.06,,,,,,,
base,Moon Staff,Moon Staff,Staff,'Shaper,moon-staff-85-shaper,85,,,,,,4.06,,,,,,,
base,Vaal Blade,Vaal Blade,One Handed Sword,'Elder,vaal-blade-85-elder,85,,,,,,4.06,,,,,,,
base,Engraved Hatchet,Engraved Hatchet,One Handed Axe,'Shaper,engraved-hatchet-85-shaper,85,,,,,,4.06,,,,,,,
base,Latticed Ringmail,Latticed Ringmail,Body Armour,,latticed-ringmail-83,83,,,,,,4.06,,,,,,,
base,Spiraled Wand,Spiraled Wand,Wand,,spiraled-wand-84,84,,,,,,4.06,,,,,,,
base,Mahogany Tower Shield,Mahogany Tower Shield,Shield,,mahogany-tower-shield-85,85,,,,,,4.06,,,,,,,
base,Titan Greaves,Titan Greaves,Boots,'Hunter,titan-greaves-83-hunter,83,,,,,,4.06,,,,,,,
base,Paua Ring,Paua Ring,Ring,'Redeemer,paua-ring-83-redeemer,83,,,,,,4.06,,,,,,,
base,Mind Cage,Mind Cage,Helmet,'Crusader,mind-cage-85-crusader,85,,,,,,4.06,,,,,,,
base,Arcanist Slippers,Arcanist Slippers,Boots,'Crusader,arcanist-slippers-84-crusader,84,,,,,,4.06,,,,,,,
base,Clasped Mitts,Clasped Mitts,Gloves,'Crusader,clasped-mitts-82-crusader,82,,,,,,4.06,,,,,,,
base,Murder Boots,Murder Boots,Boots,'Warlord,murder-boots-85-warlord,85,,,,,,4.06,,,,,,,
base,Lead Sceptre,Lead Sceptre,One Handed Mace,'Hunter,lead-sceptre-85-hunter,85,,,,,,4.06,,,,,,,
base,Behemoth Mace,Behemoth Mace,One Handed Mace,'Redeemer,behemoth-mace-82-redeemer,82,,,,,,4.06,,,,,,,
base,Nubuck Boots,Nubuck Boots,Boots,'Hunter,nubuck-boots-84-hunter,84,,,,,,4.06,,,,,,,
base,Great White Claw,Great White Claw,Claw,,great-white-claw-85,85,,,,,,4.05,,,,,,,
base,Vaal Blade,Vaal Blade,One Handed Sword,,vaal-blade-84,84,,,,,,4.05,,,,,,,
base,Eagle Claw,Eagle Claw,Claw,'Elder,eagle-claw-86-elder,86,,,,,,4.05,,,,,,,
